Image,Cell,Segmentation,WrongObject,ManualScoreMcam,ConfidenceMcam,ManualScoreOther,ConfidenceOther,ManualScoreFactin,ConfidenceFactin,SameSideOther,SameSideFactin,imgNameV1,Object,DateAcquired,ExposureCh1,PowerCh1,ExposureCh2,PowerCh2,ExposureCh3,PowerCh3,DAPI,FITC,TxRedCy5,Experiment,Replicate,Coverslip,Condition,Normalization
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_002.nd2,80thPctlNoClose_1002_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_002_Img_Cell_4_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_002.nd2_4,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_003.nd2,80thPctlNoClose_378_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_003_Img_Cell_1_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_003.nd2_1,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2,80thPctlNoClose_164_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003_Img_Cell_30_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2_30,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_002.nd2,80thPctlNoClose_258_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_002_Img_Cell_20_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_002.nd2_20,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_001.nd2,80thPctlNoClose_745_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_001_Img_Cell_10_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_001.nd2_10,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_004.nd2,80thPctlNoClose_207_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_004_Img_Cell_20_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_004.nd2_20,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_001.nd2,80thPctlNoClose_76_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_001_Img_Cell_5_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_001.nd2_5,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005.nd2,80thPctlNoClose_47_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005_Img_Cell_23_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005.nd2_23,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_005.nd2,80thPctlNoClose_1449_Img.png,NA,Yes - Other,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_005_Img_Cell_15_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_005.nd2_15,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_007.nd2,80thPctlNoClose_342_Img.png,NA,Yes - Other,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_007_Img_Cell_17_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_007.nd2_17,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_001.nd2,80thPctlNoClose_393_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_001_Img_Cell_19_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_001.nd2_19,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_007.nd2,80thPctlNoClose_226_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_007_Img_Cell_12_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_007.nd2_12,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2,80thPctlNoClose_89_Img.png,NA,NA,None,2,None,2,None,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003_Img_Cell_16_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2_16,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_002.nd2,80thPctlNoClose_77_Img.png,NA,Yes - Other,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_002_Img_Cell_36_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_002.nd2_36,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_003.nd2,80thPctlNoClose_176_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_003_Img_Cell_25_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_003.nd2_25,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005.nd2,80thPctlNoClose_26_Img.png,NA,Yes - Other,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005_Img_Cell_1_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005.nd2_1,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_004.nd2,80thPctlNoClose_358_Img.png,NA,Yes - Other,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_004_Img_Cell_1_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_004.nd2_1,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_006.nd2,80thPctlNoClose_150_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_006_Img_Cell_20_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_006.nd2_20,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005.nd2,80thPctlNoClose_503_Img.png,NA,Yes - Other,None,2,OneEnd,2,OneEnd,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005_Img_Cell_28_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005.nd2_28,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_006.nd2,80thPctlNoClose_139_Img.png,NA,Yes - Other,OneEnd,2,OneEnd,2,None,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_006_Img_Cell_5_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_006.nd2_5,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_001.nd2,80thPctlNoClose_875_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_001_Img_Cell_32_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_001.nd2_32,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_006.nd2,80thPctlNoClose_1225_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_006_Img_Cell_8_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_006.nd2_8,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2,80thPctlNoClose_310_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003_Img_Cell_20_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2_20,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005.nd2,80thPctlNoClose_188_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005_Img_Cell_11_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_005.nd2_11,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_001.nd2,80thPctlNoClose_1719_Img.png,NA,Yes - Other,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_001_Img_Cell_4_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_001.nd2_4,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2,80thPctlNoClose_308_Img.png,NA,Yes - Other,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003_Img_Cell_31_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2_31,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_002.nd2,80thPctlNoClose_259_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_002_Img_Cell_21_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S1_002.nd2_21,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov1,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2,80thPctlNoClose_372_Img.png,NA,Yes - Other,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003_Img_Cell_9_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2_9,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_002.nd2,80thPctlNoClose_104_Img.png,NA,Yes - Other,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_002_Img_Cell_41_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_002.nd2_41,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2,80thPctlNoClose_969_Img.png,NA,Yes - Other,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003_Img_Cell_28_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2_28,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2,80thPctlNoClose_144_Img.png,NA,Yes - Other,None,2,OneEnd,3,OneEnd,3,NA,NA,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003_Img_Cell_34_80thPctlNoClose.png,20221007_KKGK3_MCAM488-100_RDX594-100_Ph405-150_60X_S2_003.nd2_34,10/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20221003_Exp4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4,20221003_KKGK3_StainMCAM-RDX-Factin_Rep4_Cov2,KKGK3_StainMCAM-RDX-Factin,
