Image,Cell,Segmentation,WrongObject,ManualScoreMcam,ConfidenceMcam,ManualScoreOther,ConfidenceOther,ManualScoreFactin,ConfidenceFactin,SameSideOther,SameSideFactin,imgNameV1,Object,DateAcquired,ExposureCh1,PowerCh1,ExposureCh2,PowerCh2,ExposureCh3,PowerCh3,DAPI,FITC,TxRedCy5,Experiment,Replicate,Coverslip,Condition,Normalization
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_009.nd2,80thPctlNoClose_680_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_009_Img_Cell_6_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_009.nd2_6,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov1,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007.nd2,80thPctlNoClose_905_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007_Img_Cell_14_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007.nd2_14,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov2,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2,80thPctlNoClose_437_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002_Img_Cell_14_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2_14,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov2,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_006.nd2,80thPctlNoClose_873_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_006_Img_Cell_5_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_006.nd2_5,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1_Cov1,KKGK3_StainMCAM-EZR-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_010.nd2,80thPctlNoClose_853_Img.png,NA,NA,None,2,OneEnd,2,OneEnd,3,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_010_Img_Cell_12_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_010.nd2_12,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov1,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_002.nd2,80thPctlNoClose_167_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_002_Img_Cell_2_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_002.nd2_2,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1_Cov1,KKGK3_StainMCAM-EZR-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_007.nd2,80thPctlNoClose_103_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_007_Img_Cell_21_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_007.nd2_21,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov1,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S2_002.nd2,80thPctlNoClose_465_Img.png,NA,NA,BothEnds,2,BothEnds,2,BothEnds,2,NA,NA,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S2_002_Img_Cell_20_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S2_002.nd2_20,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1_Cov2,KKGK3_StainMCAM-EZR-Factin,
20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_005.nd2,80thPctlNoClose_1109_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_005_Img_Cell_44_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_005.nd2_44,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1_Cov2,KKGK3_StainMCAM-pERM-Factin,
20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_002.nd2,80thPctlNoClose_38_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_002_Img_Cell_4_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_002.nd2_4,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1_Cov1,KKGK3_StainMCAM-pERM-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001.nd2,80thPctlNoClose_40_Img.png,NA,NA,None,2,None,2,OneEnd,2,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001_Img_Cell_42_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001.nd2_42,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov2,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_001.nd2,80thPctlNoClose_435_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_001_Img_Cell_33_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_001.nd2_33,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1_Cov2,KKGK3_StainMCAM-pERM-Factin,
20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_003.nd2,80thPctlNoClose_700_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_003_Img_Cell_16_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_003.nd2_16,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1_Cov2,KKGK3_StainMCAM-pERM-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_007.nd2,80thPctlNoClose_835_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,3,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_007_Img_Cell_6_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_007.nd2_6,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov1,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_005.nd2,80thPctlNoClose_632_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_005_Img_Cell_37_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_005.nd2_37,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1_Cov1,KKGK3_StainMCAM-EZR-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_009.nd2,80thPctlNoClose_269_Img.png,NA,Yes,OneEnd,2,OneEnd,2,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_009_Img_Cell_36_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_009.nd2_36,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov1,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001.nd2,80thPctlNoClose_275_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001_Img_Cell_30_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001.nd2_30,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov2,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_001.nd2,80thPctlNoClose_615_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_001_Img_Cell_10_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_001.nd2_10,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1_Cov1,KKGK3_StainMCAM-pERM-Factin,
20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S2_002.nd2,80thPctlNoClose_125_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S2_002_Img_Cell_25_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S2_002.nd2_25,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1_Cov2,KKGK3_StainMCAM-EZR-Factin,
20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_002.nd2,80thPctlNoClose_557_Img.png,NA,Yes - Other,BothEnds,3,BothEnds,3,BothEnds,3,NA,NA,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_002_Img_Cell_41_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_002.nd2_41,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1_Cov1,KKGK3_StainMCAM-EZR-Factin,
20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_005.nd2,80thPctlNoClose_962_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_005_Img_Cell_29_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_005.nd2_29,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1_Cov1,KKGK3_StainMCAM-EZR-Factin,
20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_002.nd2,80thPctlNoClose_1708_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_002_Img_Cell_22_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_002.nd2_22,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1_Cov1,KKGK3_StainMCAM-pERM-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_008.nd2,80thPctlNoClose_806_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_008_Img_Cell_6_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_008.nd2_6,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov1,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_002.nd2,80thPctlNoClose_274_Img.png,NA,Yes - Factin,OneEnd,3,OneEnd,3,OneEnd,2,NA,NA,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_002_Img_Cell_8_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S2_002.nd2_8,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1_Cov2,KKGK3_StainMCAM-pERM-Factin,
20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_007.nd2,80thPctlNoClose_1020_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_007_Img_Cell_37_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_007.nd2_37,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1_Cov1,KKGK3_StainMCAM-EZR-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_003.nd2,80thPctlNoClose_76_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_003_Img_Cell_29_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_003.nd2_29,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov1,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_004.nd2,80thPctlNoClose_602_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_004_Img_Cell_1_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_004.nd2_1,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov2,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_001.nd2,80thPctlNoClose_1250_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_001_Img_Cell_35_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_pERM594-100_Ph405-150_60X_S1_001.nd2_35,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1,20220911_KKGK3_StainMCAM-pERM-Factin_Rep1_Cov1,KKGK3_StainMCAM-pERM-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_010.nd2,80thPctlNoClose_415_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_010_Img_Cell_16_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_010.nd2_16,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov1,KKGK3_StainMCAM-MSN-Factin,
20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_004.nd2,80thPctlNoClose_844_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_004_Img_Cell_33_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_EZR594-100_Ph405-150_60X_S1_004.nd2_33,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1,20220911_KKGK3_StainMCAM-EZR-Factin_Rep1_Cov1,KKGK3_StainMCAM-EZR-Factin,
20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_005.nd2,80thPctlNoClose_740_Img.png,NA,NA,None,1,None,1,None,1,NA,NA,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_005_Img_Cell_30_80thPctlNoClose.png,20220915_KKGK-3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_005.nd2_30,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1,20220911_KKGK3_StainMCAM-MSN-Factin_Rep1_Cov2,KKGK3_StainMCAM-MSN-Factin,
