Image,Cell,Segmentation,WrongObject,ManualScoreMcam,ConfidenceMcam,ManualScoreOther,ConfidenceOther,ManualScoreFactin,ConfidenceFactin,SameSideOther,SameSideFactin,imgNameV1,Object,DateAcquired,ExposureCh1,PowerCh1,ExposureCh2,PowerCh2,ExposureCh3,PowerCh3,DAPI,FITC,TxRedCy5,Experiment,Replicate,Coverslip,Condition,Normalization
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001.nd2,80thPctlNoClose_163_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001_Img_Cell_30_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001.nd2_30,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001.nd2,80thPctlNoClose_749_Img.png,NA,NA,OneEnd,3,OneEnd,3,None,2,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001_Img_Cell_25_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_001.nd2_25,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2,80thPctlNoClose_745_Img.png,NA,Yes - Factin,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002_Img_Cell_14_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2_14,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2,80thPctlNoClose_499_Img.png,NA,NA,OneEnd,3,OneEnd,3,None,1,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002_Img_Cell_9_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2_9,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_003.nd2,80thPctlNoClose_121_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_003_Img_Cell_26_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_003.nd2_26,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_003.nd2,80thPctlNoClose_90_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_003_Img_Cell_29_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_003.nd2_29,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_005.nd2,80thPctlNoClose_59_Img.png,NA,NA,OneEnd,2,OneEnd,2,None,2,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_005_Img_Cell_19_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_005.nd2_19,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_006.nd2,80thPctlNoClose_10_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_006_Img_Cell_22_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_006.nd2_22,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_006.nd2,80thPctlNoClose_347_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_006_Img_Cell_24_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_006.nd2_24,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007.nd2,80thPctlNoClose_278_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007_Img_Cell_29_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007.nd2_29,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007.nd2,80thPctlNoClose_892_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007_Img_Cell_3_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007.nd2_3,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007.nd2,80thPctlNoClose_134_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007_Img_Cell_2_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007.nd2_2,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_008.nd2,80thPctlNoClose_615_Img.png,NA,NA,OneEnd,2,OneEnd,2,None,1,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_008_Img_Cell_5_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_008.nd2_5,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_008.nd2,80thPctlNoClose_393_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_008_Img_Cell_39_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_008.nd2_39,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_008.nd2,80thPctlNoClose_684_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_008_Img_Cell_18_80thPctlNoClose.png,20220907_EricR23_MCAM488-100_MSN594-100_Ph405-150_60X_S2_008.nd2_18,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_Naive_StainMCAM-MSN-Factin_RepP,20220907_Naive_StainMCAM-MSN-Factin_RepP_Cov2,Naive_StainMCAM-MSN-Factin,Control
20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_010.nd2,80thPctlNoClose_276_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_010_Img_Cell_31_80thPctlNoClose.png,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_010.nd2_31,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_KKGK3_StainMCAM-MSN-Factin_RepP,20220907_KKGK3_StainMCAM-MSN-Factin_RepP_Cov1,KKGK3_StainMCAM-MSN-Factin,
20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_011.nd2,80thPctlNoClose_549_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_011_Img_Cell_14_80thPctlNoClose.png,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S1_011.nd2_14,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_KKGK3_StainMCAM-MSN-Factin_RepP,20220907_KKGK3_StainMCAM-MSN-Factin_RepP_Cov1,KKGK3_StainMCAM-MSN-Factin,
20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2,80thPctlNoClose_288_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002_Img_Cell_43_80thPctlNoClose.png,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2_43,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_KKGK3_StainMCAM-MSN-Factin_RepP,20220907_KKGK3_StainMCAM-MSN-Factin_RepP_Cov2,KKGK3_StainMCAM-MSN-Factin,
20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2,80thPctlNoClose_656_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002_Img_Cell_39_80thPctlNoClose.png,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2_39,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_KKGK3_StainMCAM-MSN-Factin_RepP,20220907_KKGK3_StainMCAM-MSN-Factin_RepP_Cov2,KKGK3_StainMCAM-MSN-Factin,
20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_005.nd2,80thPctlNoClose_534_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_005_Img_Cell_3_80thPctlNoClose.png,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_005.nd2_3,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_KKGK3_StainMCAM-MSN-Factin_RepP,20220907_KKGK3_StainMCAM-MSN-Factin_RepP_Cov2,KKGK3_StainMCAM-MSN-Factin,
20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007.nd2,80thPctlNoClose_648_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007_Img_Cell_13_80thPctlNoClose.png,20220907_KKGKclone3_MCAM488-100_MSN594-100_Ph405-150_60X_S2_007.nd2_13,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_KKGK3_StainMCAM-MSN-Factin_RepP,20220907_KKGK3_StainMCAM-MSN-Factin_RepP_Cov2,KKGK3_StainMCAM-MSN-Factin,
20220907_KKGKclone4_MCAM488-100_MSN594-100_Ph405-150_60X_S1_002.nd2,80thPctlNoClose_585_Img.png,NA,NA,OneEnd,2,OneEnd,3,OneEnd,3,NA,NA,20220907_KKGKclone4_MCAM488-100_MSN594-100_Ph405-150_60X_S1_002_Img_Cell_10_80thPctlNoClose.png,20220907_KKGKclone4_MCAM488-100_MSN594-100_Ph405-150_60X_S1_002.nd2_10,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_KKGK4_StainMCAM-MSN-Factin_RepP,20220907_KKGK4_StainMCAM-MSN-Factin_RepP_Cov1,KKGK4_StainMCAM-MSN-Factin,
20220907_KKGKclone4_MCAM488-100_MSN594-100_Ph405-150_60X_S1_006.nd2,80thPctlNoClose_305_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_KKGKclone4_MCAM488-100_MSN594-100_Ph405-150_60X_S1_006_Img_Cell_13_80thPctlNoClose.png,20220907_KKGKclone4_MCAM488-100_MSN594-100_Ph405-150_60X_S1_006.nd2_13,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_KKGK4_StainMCAM-MSN-Factin_RepP,20220907_KKGK4_StainMCAM-MSN-Factin_RepP_Cov1,KKGK4_StainMCAM-MSN-Factin,
20220907_KKGKclone4_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2,80thPctlNoClose_595_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220907_KKGKclone4_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002_Img_Cell_5_80thPctlNoClose.png,20220907_KKGKclone4_MCAM488-100_MSN594-100_Ph405-150_60X_S2_002.nd2_5,9/7/202,0.1,50,0.1,50,0.15,50,3,1,2,20220907_Pilot,20220907_KKGK4_StainMCAM-MSN-Factin_RepP,20220907_KKGK4_StainMCAM-MSN-Factin_RepP_Cov2,KKGK4_StainMCAM-MSN-Factin,
20220915_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_001.nd2,80thPctlNoClose_875_Img.png,NA,NA,OneEnd,2,OneEnd,2,OneEnd,2,NA,NA,20220915_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_001_Img_Cell_59_80thPctlNoClose.png,20220915_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_001.nd2_59,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_Naive_StainMCAM-EZR-Factin_Rep1,20220911_Naive_StainMCAM-EZR-Factin_Rep1_Cov2,Naive_StainMCAM-EZR-Factin,Control
20220915_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_001.nd2,80thPctlNoClose_883_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220915_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_001_Img_Cell_27_80thPctlNoClose.png,20220915_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_001.nd2_27,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_Naive_StainMCAM-EZR-Factin_Rep1,20220911_Naive_StainMCAM-EZR-Factin_Rep1_Cov2,Naive_StainMCAM-EZR-Factin,Control
20220915_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_001.nd2,80thPctlNoClose_280_Img.png,NA,NA,OneEnd,3,OneEnd,3,OneEnd,3,NA,NA,20220915_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_001_Img_Cell_7_80thPctlNoClose.png,20220915_EricR23_MCAM488-100_EZR594-100_Ph405-150_60X_S2_001.nd2_7,09/15/0202,0.1,50,0.1,50,0.15,50,3,1,2,20220911_Exp1,20220911_Naive_StainMCAM-EZR-Factin_Rep1,20220911_Naive_StainMCAM-EZR-Factin_Rep1_Cov2,Naive_StainMCAM-EZR-Factin,Control
